sura,ayat,topic,confidence,text
2,67,17,1.0,"(Ingatlah) ketika Musa berkata kepada kaumnya,  Allah memerintahkan kamu agar menyembelih seekor sap..."
2,68,17,1.0,"Mereka berkata,  Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami tentang (sap..."
2,69,17,1.0,"Mereka berkata,  Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami apa warnanya..."
2,70,17,1.0,"Mereka berkata,  Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami tentang (sap..."
2,71,17,1.0,"Dia (Musa) menjawab,  Dia (Allah) berfirman bahwa (sapi) itu adalah sapi yang belum pernah dipakai u..."
2,72,-1,0.0,"(Ingatlah) ketika kamu membunuh seseorang lalu kamu saling tuduh tentang itu. Akan tetapi, Allah men..."
2,73,-1,0.0,"Lalu, Kami berfirman,  Pukullah (mayat) itu dengan bagian dari (sapi) itu!” Demikianlah Allah menghi..."
2,74,-1,0.0,"Setelah itu, hatimu menjadi keras sehingga ia (hatimu) seperti batu, bahkan lebih keras. Padahal, da..."
2,75,-1,0.0,"Maka, apakah kamu (muslimin) sangat mengharapkan mereka agar percaya kepadamu, sedangkan segolongan ..."
2,76,1,0.32352060412180017,"Apabila berjumpa dengan orang-orang yang beriman, mereka berkata,  Kami telah beriman.” Akan tetapi,..."
2,77,-1,0.0,Tidakkah mereka tahu bahwa Allah mengetahui apa yang mereka sembunyikan dan apa yang mereka nyatakan...
2,78,4,0.08873151245791278,"Di antara mereka ada yang umi (buta huruf), tidak memahami Kitab (Taurat), kecuali hanya berangan-an..."
2,79,-1,0.0,"Celakalah orang-orang yang menulis kitab dengan tangan mereka (sendiri), kemudian berkata,  Ini dari..."
2,80,30,0.45653029659960426,"Mereka berkata,  Neraka tidak akan menyentuh kami, kecuali beberapa hari saja.” Katakanlah,  Sudahka..."
2,81,16,0.7629702669289485,"Bukan demikian! Siapa yang berbuat keburukan dan dosanya telah menenggelamkannya, mereka itulah peng..."
2,82,42,1.0,"Adapun orang-orang yang beriman dan beramal saleh, mereka itulah penghuni surga. Mereka kekal di dal..."
2,83,15,0.07668368019210844,"(Ingatlah) ketika Kami mengambil perjanjian dari Bani Israil,  Janganlah kamu menyembah selain Allah..."
2,84,29,0.2132399701995687,(Ingatlah) ketika Kami mengambil perjanjianmu (agar) kamu tidak menumpahkan darahmu (membunuh orang)...
2,85,2,0.03322008579345162,"Kemudian, kamu (Bani Israil) membunuh dirimu (sesamamu) dan mengusir segolongan darimu dari kampung ..."
2,86,2,1.0,"Mereka itulah orang-orang yang membeli kehidupan dunia dengan (kehidupan) akhirat. Maka, azabnya tid..."
2,87,10,0.41526087010001506,"Sungguh, Kami benar-benar telah menganugerahkan Kitab (Taurat) kepada Musa dan Kami menyusulkan sete..."
2,88,1,0.27678195371182995,"Mereka berkata,  Hati kami tertutup.” Tidak! Allah telah melaknat mereka itu karena keingkaran merek..."
2,89,8,0.014120566985385498,"Setelah sampai kepada mereka Kitab (Al-Qur'an) dari Allah yang membenarkan apa yang ada pada mereka,..."
2,90,13,0.03193467763254323,Buruk sekali (perbuatan) mereka menjual dirinya dengan mengingkari apa yang diturunkan Allah karena ...
2,91,3,1.0,"Apabila dikatakan kepada mereka,  Berimanlah pada apa yang diturunkan Allah (Al-Qur'an),” mereka men..."
2,92,54,1.0,"Sungguh, Musa benar-benar telah datang kepadamu dengan bukti-bukti kebenaran. Kemudian, kamu mengamb..."
2,93,32,0.2001130718864143,(Ingatlah) ketika Kami mengambil janjimu dan Kami angkat gunung (Sinai) di atasmu (seraya berfirman)...
2,94,2,1.0,"Katakanlah (Nabi Muhammad),  Jika negeri akhirat di sisi Allah khusus untukmu, bukan untuk orang lai..."
2,95,2,0.18469665984911515,"Akan tetapi, mereka tidak akan menginginkan kematian itu sama sekali karena (dosa-dosa) yang telah d..."
2,96,-1,0.0,Engkau (Nabi Muhammad) sungguh-sungguh akan mendapati mereka (orang-orang Yahudi) sebagai manusia ya...
2,97,-1,0.0,"Katakanlah (Nabi Muhammad),  Siapa yang menjadi musuh Jibril?” Padahal, dialah yang telah menurunkan..."
2,98,12,0.2661050079705589,"Siapa yang menjadi musuh Allah, malaikat-malaikat-Nya, rasul-rasul-Nya, Jibril, dan Mikail, sesunggu..."
2,99,4,0.3009887151499351,"Sungguh, Kami benar-benar telah menurunkan ayat-ayat yang jelas kepadamu (Nabi Muhammad), dan tidakl..."
2,100,1,0.35325170773412423,"Mengapa setiap kali mereka mengikat janji, sekelompok mereka melanggarnya? Bahkan, sebagian besar me..."
2,101,10,1.0,Setelah datang kepada mereka Rasul (Nabi Muhammad) dari Allah yang membenarkan apa yang ada pada mer...
2,102,22,0.14831075101333346,Mereka mengikuti apa yang dibaca oleh setan-setan pada masa Kerajaan Sulaiman. Sulaiman itu tidak ku...
2,103,1,0.1552051124617281,"Seandainya mereka benar-benar beriman dan bertakwa, pahala dari Allah pasti lebih baik, seandainya m..."
2,104,-1,0.0,"Wahai orang-orang yang beriman, janganlah kamu katakan,  Rā‘inā.” Akan tetapi, katakanlah,  Unẓurnā”..."
2,105,8,0.02659528878585341,Orang-orang kafir dari golongan Ahlulkitab dan orang-orang musyrik tidak menginginkan diturunkannya ...
2,106,-1,0.0,"Ayat yang Kami nasakh (batalkan) atau Kami jadikan (manusia) lupa padanya, pasti Kami ganti dengan y..."
2,107,0,1.0,Apakah engkau tidak mengetahui bahwa Allah memiliki kerajaan langit dan bumi? (Ketahuilah bahwa) tid...
2,108,-1,0.0,Ataukah kamu menghendaki untuk meminta Rasulmu (Nabi Muhammad) seperti halnya Musa (pernah) diminta ...
2,109,8,0.017182907130095914,Banyak di antara Ahlulkitab menginginkan agar mereka dapat mengembalikan kamu setelah kamu beriman m...
2,110,-1,0.0,Dirikanlah salat dan tunaikanlah zakat. Segala kebaikan yang kamu kerjakan untuk dirimu akan kamu da...
2,111,-1,0.0,"Mereka (Yahudi dan Nasrani) berkata,  Tidak akan masuk surga kecuali orang Yahudi atau Nasrani.”) It..."
2,112,19,0.014568794563580931,"Tidak demikian! Orang yang menyerahkan diri sepenuhnya kepada Allah serta berbuat ihsan, akan mendap..."
2,113,-1,0.0,"Orang Yahudi berkata,  Orang Nasrani itu tidak menganut sesuatu (agama yang benar)” dan orang-orang ..."
2,114,3,0.24998768864700235,Siapakah yang lebih zalim daripada orang yang melarang masjid-masjid Allah digunakan sebagai tempat ...
2,115,50,1.0,"Hanya milik Allah timur dan barat. Ke mana pun kamu menghadap, di sanalah wajah Allah.) Sesungguhnya..."
2,116,0,0.6181435912537162,"Mereka berkata,  Allah mengangkat anak.” Maha Suci Allah, bahkan milik-Nyalah apa yang di langit dan..."
2,117,0,1.0,"(Allah) pencipta langit dan bumi. Apabila Dia hendak menetapkan sesuatu, Dia hanya berkata kepadanya..."
2,118,-1,0.0,"Orang-orang yang tidak mengetahui berkata,  Mengapa Allah tidak berbicara dengan kita atau datang ta..."
2,119,16,1.0,Sesungguhnya Kami telah mengutusmu (Nabi Muhammad) dengan hak sebagai pembawa berita gembira dan pem...
2,120,-1,0.0,Orang-orang Yahudi dan Nasrani tidak akan pernah rela kepadamu (Nabi Muhammad) sehingga engkau mengi...
2,121,-1,0.0,"Orang-orang yang telah Kami beri kitab suci, mereka membacanya sebagaimana mestinya, itulah orang-or..."
2,122,9,1.0,"Wahai Bani Israil, ingatlah nikmat-Ku yang telah Aku anugerahkan kepadamu dan sesungguhnya Aku telah..."
2,123,-1,0.0,Takutlah kamu pada hari (ketika) tidak seorang pun dapat menggantikan (membela) orang lain sedikit p...
2,124,-1,0.0,"(Ingatlah) ketika Ibrahim diuji Tuhannya dengan beberapa kalimat, lalu dia melaksanakannya dengan se..."
2,125,3,0.19774291471102973,(Ingatlah) ketika Kami menjadikan rumah itu (Ka‘bah) tempat berkumpul dan tempat yang aman bagi manu...
2,126,-1,0.0,"(Ingatlah) ketika Ibrahim berdoa,  Ya Tuhanku, jadikanlah (negeri Makkah) ini negeri yang aman dan b..."
2,127,3,0.2259533326650434,"(Ingatlah) ketika Ibrahim meninggikan fondasi Baitullah bersama Ismail (seraya berdoa),  Ya Tuhan ka..."
2,128,-1,0.0,"Ya Tuhan kami, jadikanlah kami berdua orang yang berserah diri kepada-Mu, (jadikanlah) dari keturuna..."
2,129,4,0.42265881375340775,"Ya Tuhan kami, utuslah di antara mereka seorang rasul dari kalangan mereka, yang membacakan kepada m..."
2,130,-1,0.0,Siapa yang membenci agama Ibrahim selain orang yang memperbodoh dirinya sendiri? Kami benar-benar te...
2,131,49,0.6128641832675946,"(Ingatlah) ketika Tuhan berfirman kepadanya (Ibrahim),  Berserahdirilah!” Dia menjawab,  Aku bersera..."
2,132,3,0.3727249080602819,"Ibrahim mewasiatkan (ucapan) itu kepada anak-anaknya dan demikian pula Ya‘qub,  Wahai anak-anakku, s..."
2,133,37,1.0,"Apakah kamu (hadir) menjadi saksi menjelang kematian Ya‘qub ketika dia berkata kepada anak-anaknya, ..."
2,134,-1,0.0,Itulah umat yang telah lalu. Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu u...
2,135,3,0.2792309625266409,"Mereka berkata,  Jadilah kamu (penganut) Yahudi atau Nasrani, niscaya kamu mendapat petunjuk.” Katak..."
2,136,3,0.2161507135424308,"Katakanlah (wahai orang-orang yang beriman),  Kami beriman kepada Allah, pada apa yang diturunkan ke..."
2,137,1,0.44905510284913297,"Jika mereka telah mengimani apa yang kamu imani, sungguh mereka telah mendapat petunjuk. Akan tetapi..."
2,138,-1,0.0,(Peliharalah) sibgah Allah.) Siapa yang lebih baik sibgahnya daripada Allah? Hanya kepada-Nya kami m...
2,139,-1,0.0,"Katakanlah (Nabi Muhammad),  Apakah kamu (Yahudi dan Nasrani) hendak berdebat dengan kami tentang Al..."
2,140,3,0.1260303637070098,"Apakah kamu juga berkata bahwa Ibrahim, Ismail, Ishaq, Ya‘qub, dan keturunannya adalah penganut Yahu..."
2,141,-1,0.0,Itulah umat yang telah lalu. Baginya apa yang telah mereka usahakan dan bagimu apa yang telah kamu u...
2,142,-1,0.0,"Orang-orang yang kurang akal di antara manusia akan berkata,  Apakah yang memalingkan mereka (kaum m..."
2,143,29,0.01620037837549704,Demikian pula Kami telah menjadikan kamu (umat Islam) umat pertengahan) agar kamu menjadi saksi atas...
2,144,3,0.18018946237900604,"Sungguh, Kami melihat wajahmu (Nabi Muhammad) sering menengadah ke langit. Maka, pasti akan Kami pal..."
2,145,4,0.4227857177698337,"Sungguh, jika engkau (Nabi Muhammad) mendatangkan ayat-ayat (keterangan) kepada orang-orang yang dib..."
2,146,15,1.0,Orang-orang yang telah Kami anugerahi Kitab (Taurat dan Injil) mengenalnya (Nabi Muhammad)) seperti ...
2,147,5,1.0,"Kebenaran itu dari Tuhanmu. Maka, janganlah sekali-kali engkau (Nabi Muhammad) termasuk orang-orang ..."
2,148,2,0.014187240123772758,"Bagi setiap umat ada kiblat yang dia menghadap ke arahnya. Maka, berlomba-lombalah kamu dalam berbag..."
2,149,3,0.2060608497589996,"Dari mana pun engkau (Nabi Muhammad) keluar, hadapkanlah wajahmu ke arah Masjidilharam. Sesungguhnya..."
2,150,3,0.18565096026168873,"Dari mana pun engkau (Nabi Muhammad) keluar, maka hadapkanlah wajahmu ke arah Masjidilharam. Di mana..."
2,151,4,0.5545880754095998,"Sebagaimana (Kami telah menyempurnakan nikmat kepadamu), Kami pun mengutus kepadamu seorang Rasul (N..."
2,152,9,0.1892908084182382,"Maka, ingatlah kepada-Ku, Aku pun akan ingat kepadamu. Bersyukurlah kepada-Ku dan janganlah kamu ing..."
2,153,28,0.25227869676561226,"Wahai orang-orang yang beriman, mohonlah pertolongan (kepada Allah) dengan sabar dan salat. Sesunggu..."
2,154,2,1.0,"Janganlah kamu mengatakan bahwa orang-orang yang terbunuh di jalan Allah (mereka) telah mati. Namun,..."
2,155,-1,0.0,"Kami pasti akan mengujimu dengan sedikit ketakutan dan kelaparan, kekurangan harta, jiwa, dan buah-b..."
2,156,-1,0.0,"(yaitu) orang-orang yang apabila ditimpa musibah, mereka mengucapkan  Innā lillāhi wa innā ilaihi rā..."
2,157,53,0.13922414222252086,Mereka itulah yang memperoleh ampunan dan rahmat dari Tu-hannya dan mereka itulah orang-orang yang m...
2,158,3,0.07122445873462972,"Sesungguhnya Safa dan Marwah merupakan sebagian syiar (agama) Allah.) Maka, siapa beribadah haji ke ..."
2,159,-1,0.0,Sesungguhnya orang-orang yang menyembunyikan apa yang telah Kami turunkan berupa keterangan-keterang...
2,160,23,0.05330876908734839,"kecuali orang-orang yang telah bertobat, mengadakan perbaikan, dan menjelaskan(-nya).) Mereka itulah..."
2,161,12,0.40499530490814306,"Sesungguhnya orang-orang yang kufur dan mati dalam keadaan kafir, mereka itu mendapat laknat Allah, ..."
2,162,-1,0.0,"Mereka kekal di dalamnya (laknat). Tidak akan diringankan azab dari mereka, dan mereka tidak diberi ..."
2,163,-1,0.0,Tuhan kamu adalah Tuhan Yang Maha Esa. Tidak ada tuhan selain Dia Yang Maha Pengasih lagi Maha Penya...
2,164,0,0.0730590367816471,"Sesungguhnya pada penciptaan langit dan bumi, pergantian malam dan siang,) bahtera yang berlayar di ..."
2,165,1,0.1145342596199469,Di antara manusia ada yang menjadikan (sesuatu) selain Allah sebagai tandingan-tandingan (bagi-Nya) ...
2,166,-1,0.0,(Yaitu) ketika orang-orang yang diikuti berlepas tangan dari orang-orang yang mengikuti saat mereka ...
2,167,-1,0.0,"Orang-orang yang mengikuti berkata,  Andaikan saja kami mendapat kesempatan kembali (ke dunia), tent..."
2,168,7,0.01888982560966929,"Wahai manusia, makanlah sebagian (makanan) di bumi yang halal lagi baik dan janganlah mengikuti lang..."
2,169,23,0.15694047664648475,Sesungguhnya (setan) hanya menyuruh kamu untuk berbuat jahat dan keji serta mengatakan tentang Allah...
2,170,55,1.0,"Apabila dikatakan kepada mereka,  Ikutilah apa yang telah diturunkan Allah,” mereka menjawab,  Tidak..."
2,171,52,0.5665607208667406,Perumpamaan (penyeru) orang-orang yang kufur adalah seperti (penggembala) yang meneriaki (gembalaann...
2,172,-1,0.0,"Wahai orang-orang yang beriman, makanlah apa-apa yang baik yang Kami anugerahkan kepadamu dan bersyu..."
2,173,-1,0.0,"Sesungguhnya Dia hanya mengharamkan atasmu bangkai, darah, daging babi, dan (daging) hewan yang dise..."
2,174,37,1.0,"Sesungguhnya orang-orang yang menyembunyikan apa yang telah diturunkan Allah, yaitu Kitab (Taurat), ..."
2,175,16,1.0,"Mereka itulah yang membeli kesesatan dengan petunjuk dan azab dengan ampunan. Maka, alangkah beranin..."
2,176,4,0.27996330226738203,Yang demikian itu disebabkan Allah telah menurunkan kitab suci dengan hak. Sesungguhnya orang-orang ...
2,177,-1,0.0,"Kebajikan itu bukanlah menghadapkan wajahmu ke arah timur dan barat, melainkan kebajikan itu ialah (..."
2,178,-1,0.0,"Wahai orang-orang yang beriman, diwajibkan kepadamu (melaksanakan) kisas berkenaan dengan orang-oran..."
2,179,2,1.0,"Dalam kisas itu ada (jaminan) kehidupan bagimu, wahai orang-orang yang berakal agar kamu bertakwa."
2,180,2,0.5261750226952621,"Diwajibkan kepadamu, apabila seseorang di antara kamu didatangi (tanda-tanda) maut sedang dia mening..."
2,181,11,1.0,"Siapa yang mengubahnya (wasiat itu), setelah mendengarnya, sesungguhnya dosanya hanya bagi orang yan..."
2,182,11,0.20193113440169075,"Akan tetapi, siapa yang khawatir terhadap pewasiat (akan berlaku) tidak adil atau berbuat dosa, lalu..."
2,183,1,1.0,"Wahai orang-orang yang beriman, diwajibkan atas kamu berpuasa sebagaimana diwajibkan atas orang-oran..."
2,184,15,0.025979154989490296,"(Yaitu) beberapa hari tertentu. Maka, siapa di antara kamu sakit atau dalam perjalanan (lalu tidak b..."
2,185,-1,0.0,"Bulan Ramadan adalah (bulan) yang di dalamnya diturunkan 
Al-Qur'an sebagai petunjuk bagi manusia da..."
2,186,28,0.1386704152483213,"Apabila hamba-hamba-Ku bertanya kepadamu (Nabi Muhammad) tentang Aku, sesungguhnya Aku dekat. Aku me..."
2,187,7,0.03574471461704245,Dihalalkan bagimu pada malam puasa bercampur dengan istrimu. Mereka adalah pakaian bagimu dan kamu a...
2,188,7,0.0311957294839877,Janganlah kamu makan harta di antara kamu dengan jalan yang batil dan (janganlah) kamu membawa (urus...
2,189,37,1.0,"Mereka bertanya kepadamu (Nabi Muhammad) tentang bulan sabit.) Katakanlah,  Itu adalah (penunjuk) wa..."
2,190,-1,0.0,Perangilah di jalan Allah orang-orang yang memerangi kamu dan jangan melampaui batas. Sesungguhnya A...
2,191,3,0.24310717239548907,Bunuhlah mereka (yang memerangimu) di mana pun kamu jumpai dan usirlah mereka dari tempat mereka men...
2,192,23,0.06490081574961651,"Namun, jika mereka berhenti (memusuhimu), sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
2,193,1,0.04581843850597134,Perangilah mereka itu sampai tidak ada lagi fitnah dan agama (ketaatan) hanya bagi Allah semata. Jik...
2,194,-1,0.0,Bulan haram dengan bulan haram) dan (terhadap) sesuatu yang dihormati) berlaku (hukum) kisas. Oleh s...
2,195,-1,0.0,"Berinfaklah di jalan Allah, janganlah jerumuskan dirimu ke dalam kebinasaan, dan berbuatbaiklah. Ses..."
2,196,3,0.0913951856449428,"Sempurnakanlah ibadah haji dan umrah karena Allah. Akan tetapi, jika kamu terkepung (oleh musuh), (s..."
2,197,-1,0.0,(Musim) haji itu (berlangsung pada) bulan-bulan yang telah dimaklumi.) Siapa yang mengerjakan (ibada...
2,198,-1,0.0,Bukanlah suatu dosa bagimu mencari karunia dari Tuhanmu (pada musim haji). Apabila kamu bertolak dar...
2,199,23,0.053615034816456464,"Kemudian, bertolaklah kamu dari tempat orang-orang bertolak (Arafah) dan mohonlah ampunan kepada All..."
2,200,37,0.29341585618204846,"Apabila kamu telah menyelesaikan manasik (rangkaian ibadah) haji, berzikirlah kepada Allah sebagaima..."
2,201,-1,0.0,"Di antara mereka ada juga yang berdoa,  Ya Tuhan kami, berilah kami kebaikan di dunia dan kebaikan d..."
2,202,59,1.0,Mereka itulah yang memperoleh bagian dari apa yang telah mereka kerjakan. Allah Maha Cepat perhitung...
2,203,11,1.0,Berzikirlah kepada Allah pada hari yang telah ditentukan jumlahnya.) Siapa yang mempercepat (meningg...
2,204,-1,0.0,Di antara manusia ada yang pembicaraannya tentang kehidupan dunia mengagumkan engkau (Nabi Muhammad)...
2,205,17,1.0,"Apabila berpaling (dari engkau atau berkuasa), dia berusaha untuk berbuat kerusakan di bumi serta me..."
